Continent,Country,Province-eng,Province-chi,Town-eng,Town-chi,Source
North America,Canada 加拿大,Ontario,,Chatham,車險,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Calgary,茄架利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Collingwood,巧令蔚,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Cornwall,干和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Cayuga,扣有架,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Carleton Place,卡李頓丕李,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Coe Hill,枯喜路,"Dictionary, 1913"
North America,Canada 加拿大,Prince Edward Island,,Charlottetown,叉辣利倉,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Cooks Mills,曲尾路,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Carman,卡文,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Carbury,卡卑利,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Canmore,很么,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Cochrane,豁治嗹,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Cobourg,巧卜,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Colborne,巧路本,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Deloraine,地老嗹,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Dominion City,東緬寅失地,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Dundas,丹地,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Drumbo,茲杬保,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Dunmore,丹么,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Emerson,俺巴善,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Exeter,咽士咑,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Edmonton,咽文頓,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Embro,俺巴老,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Elora,於老罅,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Fort William,科韋炎,"Dictionary, 1913"
North America,Canada 加拿大,New Brunswick ,,Fredericton,夫力咑瀝善,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Farnham,番添,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Fort McLeod,科墨律,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Glenboro,幾嗹巴老,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Galt,幾列,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Guelph,幾路丕,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Georgetown,阻治倉,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Goderich,葛打咧治,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Gravenhurst,故李允撻,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Gleichen,故路畛,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Garden River,加頓李巴,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Gull Lake,哥路瀝,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Granby,加粦備,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Hamilton,坎路頓,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,High Bluff,太品付,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Hull,曉路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Harriston,下李市頓,"Dictionary, 1913"
North America,Canada 加拿大,Nova Scotia,,Halifax,下路咈市,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Huntsville,亨市和路,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Holland,考崙,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Ingersoll,因遮筲路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Kingston,頃市頓,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Kincardine,乾咳典,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Kemptville,冚和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Leamington,李米頓,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Lethbridge,列士卑列治,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Montreal,滿取奧路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Milton,咩路頓,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Medicine Hat,尾利善乞,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Moose-Jaw,么阻,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,North Bay,那士卑,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Niagara,狃架利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Orillia,柯路罅,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Ottawa,柯打和,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Orangeville,柯練治和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Owen Sound,柯桑,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Prescott,跛李市咳,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Port Arthur,砵亞下,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Peterborough,必打波蠟,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Prince Albert,丕嗹市鴨別,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Portage La Prairie,砵治李跛李利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Port Hope,砵酷,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Perth,耙士,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Quebec,喬碧,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Sudbury,失巴利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Stratford,市打佛,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Selkirk,索解,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Sarnia,沙汝,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Smith's Falls,市威科路,"Dictionary, 1913"
North America,Canada 加拿大,New Brunswick ,,St. John,仙尊,"Dictionary, 1913"
North America,Canada 加拿大,Newfoundland,,St. Johns,仙尊,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,St. John's,仙尊,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Sherbrooke,舍布碌,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Simcoe,三枯,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,St. Hyacinthe,仙太仙於,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,St. Thomas,仙參士,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Sandwich,申蔚治,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Sault Ste. Marie,所列仙媽利,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Streetsville,市祖列和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Sharbat Lake,沙必瀝,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Stonewall,市敦和路,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Shelburne,舍路本,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Swift Current,市滑付卡倫,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Southampton,筲士坎頓,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Stanstead,市淺市切,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,St. Catherines,仙咳打嗹,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Starbridge,市淺卑列治,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Rat Portage,列砵治,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Renfrew,連夫魯,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Ridgetown,列治倉,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Riviere du Loupe,黎利吊魯備,"Dictionary, 1913"
North America,Canada 加拿大,Saskatchewan,,Regina,李見汝,"Dictionary, 1913"
North America,Canada 加拿大,Quebec,,Richmond,列治問,"Dictionary, 1913"
North America,Canada 加拿大,Alberta,,Red Deer,列爹,"Dictionary, 1913"
North America,Canada 加拿大,Manitoba,,Winnipeg,云汝羣,"Dictionary, 1913"
North America,Canada 加拿大,Ontario,,Woodstock,蔚市鐸,"Dictionary, 1913"
North America,Canada 加拿大,Yukon,,Dawson,左臣,"Dictionary, 1913"
North America,Canada 加拿大,Yukon,,Hunker,亶架,"Dictionary, 1913"
North America,Canada 加拿大,Yukon,,White-Horse,海可士,"Dictionary, 1913"
North America,United States 美國,Idaho,,Atlanta,咽粦地,"Dictionary, 1913"
North America,United States 美國,Nevada,,Austin,亞市淺,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Aubrey,亞卑利,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Alma,嶇路美,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Arkadelphia,亞迄地路科,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Augusta,惡架市,"Dictionary, 1913"
North America,United States 美國,Colorado,,Alamosa,亞路茂四,"Dictionary, 1913"
North America,United States 美國,Colorado,,Aspen,亞市片,"Dictionary, 1913"
North America,United States 美國,Colorado,,Amonito,亞滿汝粗,"Dictionary, 1913"
North America,United States 美國,Connecticut,,Ashford,亞市佛,"Dictionary, 1913"
North America,United States 美國,Dakota,,Aberdeen,鴨巴典,"Dictionary, 1913"
North America,United States 美國,Dakota,,Alexandria,亞方晏打李,"Dictionary, 1913"
North America,United States 美國,Dakota,,Ashton,亞市頓,"Dictionary, 1913"
North America,United States 美國,Dakota,,Athol,咽考路,"Dictionary, 1913"
North America,United States 美國,Washington,,Anacortes,晏汝豁,"Dictionary, 1913"
North America,United States 美國,Washington,,Anatone,晏汝蠢,"Dictionary, 1913"
North America,United States 美國,Washington,,Asotin,亞筲淺,"Dictionary, 1913"
North America,United States 美國,Oregon,,Albany,亞路本汝,"Dictionary, 1913"
North America,United States 美國,Oregon,,Astoria,埃市朶利,"Dictionary, 1913"
North America,United States 美國,Oregon,,Airlie,亞黎,"Dictionary, 1913"
North America,United States 美國,Oregon,,Alvord,亞路和,"Dictionary, 1913"
North America,United States 美國,Oregon,,Ashland,亞市崙,"Dictionary, 1913"
North America,United States 美國,Oregon,,Arlington,亞令頓,"Dictionary, 1913"
North America,United States 美國,Oregon,,Acton,厄頓,"Dictionary, 1913"
North America,United States 美國,Oregon,,Albina,亞路邊汝,"Dictionary, 1913"
North America,United States 美國,Oregon,,Auburn,厄本,"Dictionary, 1913"
North America,United States 美國,Oregon,,Aurora,厄老利,"Dictionary, 1913"
North America,United States 美國,California,,Alameda,亞林滅地,"Dictionary, 1913"
North America,United States 美國,California,,Adin,咽奥,"Dictionary, 1913"
North America,United States 美國,California,,Alturas,亞路楚罅士,"Dictionary, 1913"
North America,United States 美國,California,,Anaheim,晏汝險,"Dictionary, 1913"
North America,United States 美國,California,,Antioch,晏撮治,"Dictionary, 1913"
North America,United States 美國,California,,Arbuckle,亞碧路,"Dictionary, 1913"
North America,United States 美國,California,,Arcata,亞咳地,"Dictionary, 1913"
North America,United States 美國,California,,Arroyo,亞來有,"Dictionary, 1913"
North America,United States 美國,California,,Auburn,嘔本,"Dictionary, 1913"
North America,United States 美國,California,,Azusa,厄有四,"Dictionary, 1913"
North America,United States 美國,Florida,,Applachicola,鴨耙路巧利,"Dictionary, 1913"
North America,United States 美國,Georgia,,Atlanta,咽粦地,"Dictionary, 1913"
North America,United States 美國,Illinois,,Abingdon,嘔丙頓,"Dictionary, 1913"
North America,United States 美國,Illinois,,Albion,嘔比寅,"Dictionary, 1913"
North America,United States 美國,Illinois,,Alton,咽路頓,"Dictionary, 1913"
North America,United States 美國,Illinois,,Astoria,埃市朵利,"Dictionary, 1913"
North America,United States 美國,Illinois,,Atlanta,咽粦地,"Dictionary, 1913"
North America,United States 美國,Indiana,,Attica,咽歪基,"Dictionary, 1913"
North America,United States 美國,Indiana,,Auburn,厄本,"Dictionary, 1913"
North America,United States 美國,Indiana,,Aurora,厄老利,"Dictionary, 1913"
North America,United States 美國,Oklahoma,,Atoka,亞速忌,"Dictionary, 1913"
North America,United States 美國,Iowa,,Adel,亞地路,"Dictionary, 1913"
North America,United States 美國,Iowa,,Atlantic,亞倫戚,"Dictionary, 1913"
North America,United States 美國,Kansas,,Abilene,亞擺連,"Dictionary, 1913"
North America,United States 美國,Kansas,,Atchison,亞超善,"Dictionary, 1913"
North America,United States 美國,Kentucky,,Adairville,厄爹利倚路,"Dictionary, 1913"
North America,United States 美國,Kentucky,,Ashland,啞市倫,"Dictionary, 1913"
North America,United States 美國,Louisiana,,Alexandria,啞力山茲利,"Dictionary, 1913"
North America,United States 美國,Maine,,Auburn,恶本,"Dictionary, 1913"
North America,United States 美國,Maine,,Augusta,惡架市地,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Ayer,嘔爺,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Athol,咽考路,"Dictionary, 1913"
North America,United States 美國,Ohio,,Akron,厄倫,"Dictionary, 1913"
North America,United States 美國,Ohio,,Ashland,啞市倫,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Allegheny,亞瀝欣汝,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Altoona,亞頓汝,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Allentown,亞倫創,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Andenreid,欣頓列,"Dictionary, 1913"
North America,United States 美國,Texas,,Austin,惡市淺,"Dictionary, 1913"
North America,United States 美國,Utah,,American Fork,咩利件福,"Dictionary, 1913"
North America,United States 美國,Wisconsin,,Appleton,鴨丕路頓,"Dictionary, 1913"
North America,United States 美國,Wisconsin,,Ahnapee,亞聶婢,"Dictionary, 1913"
North America,United States 美國,Michigan,,Alpena,鴨片汝,"Dictionary, 1913"
North America,United States 美國,Michigan,,Ann Arbor,因亞巴,"Dictionary, 1913"
North America,United States 美國,Minnesota,,Austin,惡市淺,"Dictionary, 1913"
North America,United States 美國,Minnesota,,Anoka,晏諾忌,"Dictionary, 1913"
North America,United States 美國,Minnesota,,Albert Lea,鴨別李,"Dictionary, 1913"
North America,United States 美國,Minnesota,,Ada,嘔地,"Dictionary, 1913"
North America,United States 美國,Missouri,,Aberdeen,鴨步典,"Dictionary, 1913"
North America,United States 美國,Missouri,,Ash Grove,亞市故老和,"Dictionary, 1913"
North America,United States 美國,Missouri,,Ava,嘔和,"Dictionary, 1913"
North America,United States 美國,Nebraska,,Ainsworth,菴和士,"Dictionary, 1913"
North America,United States 美國,New Jersey,,Asbury Park,啞市卑利栢,"Dictionary, 1913"
North America,United States 美國,New Mexico,,Albuquerque,啞表該喬,"Dictionary, 1913"
North America,United States 美國,New York,,Albany,亞路品汝,"Dictionary, 1913"
North America,United States 美國,New York,,Alleghany,亞瀝欣汝,"Dictionary, 1913"
North America,United States 美國,New York,,Albion,亞卑賢,"Dictionary, 1913"
North America,United States 美國,New York,,Auburn,恶本,"Dictionary, 1913"
North America,United States 美國,Dakota,,Bangor,品架,"Dictionary, 1913"
North America,United States 美國,Dakota,,Bismarck,卑市墨,"Dictionary, 1913"
North America,United States 美國,Dakota,,Brookings,布碌徑,"Dictionary, 1913"
North America,United States 美國,Dakota,,Burdette,砵地咧,"Dictionary, 1913"
North America,United States 美國,Idaho,,Blackfoot,布勒佛,"Dictionary, 1913"
North America,United States 美國,Idaho,,Boise City,保市失地,"Dictionary, 1913"
North America,United States 美國,Illinois,,Belleville,卑路和路,"Dictionary, 1913"
North America,United States 美國,Illinois,,Belvidere,卑路懷爹,"Dictionary, 1913"
North America,United States 美國,Illinois,,Benton,邊頓,"Dictionary, 1913"
North America,United States 美國,Illinois,,Bloomington,布槓明頓,"Dictionary, 1913"
North America,United States 美國,Illinois,,Braidwood,卑列蔚,"Dictionary, 1913"
North America,United States 美國,Illinois,,Bushnell,補士汝路,"Dictionary, 1913"
North America,United States 美國,Indiana,,Bedford,必佛,"Dictionary, 1913"
North America,United States 美國,Indiana,,Bloomfield,布槓府路,"Dictionary, 1913"
North America,United States 美國,Indiana,,Bloomington,布槓明頓,"Dictionary, 1913"
North America,United States 美國,Indiana,,Bluffton,把付頓,"Dictionary, 1913"
North America,United States 美國,Indiana,,Boonville,本和路,"Dictionary, 1913"
North America,United States 美國,Indiana,,Brazil,卑李路,"Dictionary, 1913"
North America,United States 美國,Iowa,,Bedford,必槓,"Dictionary, 1913"
North America,United States 美國,Iowa,,Bloomfield,布籠府路,"Dictionary, 1913"
North America,United States 美國,Iowa,,Boone,本汝,"Dictionary, 1913"
North America,United States 美國,Iowa,,Burlington,巴令頓,"Dictionary, 1913"
North America,United States 美國,Washington,,Blaine,卑粦汝,"Dictionary, 1913"
North America,United States 美國,Oregon,,Baker City,碧架失地,"Dictionary, 1913"
North America,United States 美國,Oregon,,Brownsville,布朗和路,"Dictionary, 1913"
North America,United States 美國,Oregon,,Beaverton,比巴頓,"Dictionary, 1913"
North America,United States 美國,California,,Bakersville,碧架和路,"Dictionary, 1913"
North America,United States 美國,California,,Benicia,邊惄忌,"Dictionary, 1913"
North America,United States 美國,California,,Berkley,北利,"Dictionary, 1913"
North America,United States 美國,California,,Bodic,砵惄,"Dictionary, 1913"
North America,United States 美國,California,,Bridgeport,卑列治砵,"Dictionary, 1913"
North America,United States 美國,Alabama,,Bel Green,卑路故連,"Dictionary, 1913"
North America,United States 美國,Alabama,,Birmingham,把明添,"Dictionary, 1913"
North America,United States 美國,Arizona,,Bisbee,拜市備,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Batesville,必市和路,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Bentonville,邊頓和路,"Dictionary, 1913"
North America,United States 美國,Arkansas,,Berryville,卑利和路,"Dictionary, 1913"
North America,United States 美國,Colorado,,Bald Mountain,卑列網頓,"Dictionary, 1913"
North America,United States 美國,Colorado,,Boulder,波路打,"Dictionary, 1913"
North America,United States 美國,Colorado,,Bonanza,本汝四,"Dictionary, 1913"
North America,United States 美國,Colorado,,Breckenridge,碧件列治,"Dictionary, 1913"
North America,United States 美國,Colorado,,Buena Vista,表汝和市地,"Dictionary, 1913"
North America,United States 美國,Connecticut,,Bridgeport,卑列治砵,"Dictionary, 1913"
North America,United States 美國,Connecticut,,Brooklyn,布碌連,"Dictionary, 1913"
North America,United States 美國,Kansas,,Beliot,卑路辣,"Dictionary, 1913"
North America,United States 美國,Kansas,,Burlingame,巴令撿,"Dictionary, 1913"
North America,United States 美國,Kansas,,Burlington,巴令頓,"Dictionary, 1913"
North America,United States 美國,Kentucky,,Bardstown,必市倉,"Dictionary, 1913"
North America,United States 美國,Louisiana,,Baton Rouge,卑頓律治,"Dictionary, 1913"
North America,United States 美國,Louisiana,,Bellevue,卑路弩,"Dictionary, 1913"
North America,United States 美國,Maine,,Bangor,品架,"Dictionary, 1913"
North America,United States 美國,Maine,,Belfast,卑路科市,"Dictionary, 1913"
North America,United States 美國,Maine,,Bath,巴士,"Dictionary, 1913"
North America,United States 美國,Maine,,Bristol,卑李市粗路,"Dictionary, 1913"
North America,United States 美國,Maine,,Biddeford,必地佛,"Dictionary, 1913"
North America,United States 美國,Maryland,,Baltimore,卑路歪么,"Dictionary, 1913"
North America,United States 美國,Maryland,,Bel Air,卑亞,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Barnstable,本市地步路,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Beverley,卑巴利,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Boston,保市頓,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Brighton,布黎悮,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Brocton,布瀝頓,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Bay City,卑失地,"Dictionary, 1913"
North America,United States 美國,Michigan,,Battle Creek,必路枯瀝,"Dictionary, 1913"
North America,United States 美國,Michigan,,Big Rapids,碧粒疋,"Dictionary, 1913"
North America,United States 美國,Minnesota,,Blue Earth City,布盧亞士失地,"Dictionary, 1913"
North America,United States 美國,Minnesota,,Brainerd,卑連匿,"Dictionary, 1913"
North America,United States 美國,Missouri,,Bay St. Louis,卑先雷士,"Dictionary, 1913"
North America,United States 美國,Missouri,,Brookhaven,布碌靴尢,"Dictionary, 1913"
North America,United States 美國,Missouri,,Bethany,必欣利,"Dictionary, 1913"
North America,United States 美國,Missouri,,Bolivar,保路話,"Dictionary, 1913"
North America,United States 美國,Missouri,,Boonville,本和路,"Dictionary, 1913"
North America,United States 美國,Missouri,,Butler,必罅,"Dictionary, 1913"
North America,United States 美國,Nebraska,,Beatrice,必彩士,"Dictionary, 1913"
North America,United States 美國,Nebraska,,Blair,卑李,"Dictionary, 1913"
North America,United States 美國,Nevada,,Belmont,卑路問,"Dictionary, 1913"
North America,United States 美國,New Jersey,,Bayonne',卑夭汝,"Dictionary, 1913"
North America,United States 美國,New Jersey,,Bridgetown,卑列治創,"Dictionary, 1913"
North America,United States 美國,New Mexico,,Bernalillo,邊路老,"Dictionary, 1913"
North America,United States 美國,New York,,Ballston,卑路市頓,"Dictionary, 1913"
North America,United States 美國,New York,,Batavia,砵且和,"Dictionary, 1913"
North America,United States 美國,New York,,Belmont,卑路問,"Dictionary, 1913"
North America,United States 美國,New York,,Binghampton,丙坎頓,"Dictionary, 1913"
North America,United States 美國,New York,,Brooklyn,布碌連,"Dictionary, 1913"
North America,United States 美國,New York,,Buffalo,砵夫盧,"Dictionary, 1913"
North America,United States 美國,New York,,Brockport,布洛砵,"Dictionary, 1913"
North America,United States 美國,Ohio,,Bellefontaine,卑路晥淺,"Dictionary, 1913"
North America,United States 美國,Ohio,,Bellaire,卑路李,"Dictionary, 1913"
North America,United States 美國,Ohio,,Bucyrus,拜罅士,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Bethlehem,必路列添,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Bradford,品佛,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Bloomsburgh,布壠市ト,"Dictionary, 1913"
North America,United States 美國,Rhode Island,,Bristol,卑李市粗路,"Dictionary, 1913"
North America,United States 美國,Tennessee,,Bolivar,保路話,"Dictionary, 1913"
North America,United States 美國,Utah,,Box Elder,博士亞路打,"Dictionary, 1913"
North America,United States 美國,Vermont,,Bennington,邊明頓,"Dictionary, 1913"
North America,United States 美國,Vermont,,Burlington,巴令頓,"Dictionary, 1913"
North America,United States 美國,Wisconsin,,Black River Falls,布勒李巴科路,"Dictionary, 1913"
North America,United States 美國,Wisconsin,,Beloit,卑辣,"Dictionary, 1913"
North America,United States 美國,Wisconsin,,Baraboo,巴利補,"Dictionary, 1913"
North America,United States 美國,Washington,,Cheney,畛汝,"Dictionary, 1913"
North America,United States 美國,Washington,,Colfax,巧路咈士,"Dictionary, 1913"
North America,United States 美國,Washington,,Colville,巧路和路,"Dictionary, 1913"
North America,United States 美國,Washington,,Coupeville,呷巴和路,"Dictionary, 1913"
North America,United States 美國,Washington,,Cascades,茄市洗,"Dictionary, 1913"
North America,United States 美國,Oregon,,Canyon City,很夭失地,"Dictionary, 1913"
North America,United States 美國,Oregon,,Centerville,先打和路,"Dictionary, 1913"
North America,United States 美國,Oregon,,Corvalis,卡和李士,"Dictionary, 1913"
North America,United States 美國,California,,Cambria,冚卑李,"Dictionary, 1913"
North America,United States 美國,California,,Chico,車巧,"Dictionary, 1913"
North America,United States 美國,California,,Colusa,巧盧四,"Dictionary, 1913"
North America,United States 美國,California,,Crescent City,枯李順失地,"Dictionary, 1913"
North America,United States 美國,Alabama,,Clayton,企李悮,"Dictionary, 1913"
North America,United States 美國,Alabama,,Camden,冚頓,"Dictionary, 1913"
North America,United States 美國,Alabama,,Clarendon,茄李連頓,"Dictionary, 1913"
North America,United States 美國,Alabama,,Conway,干畏,"Dictionary, 1913"
North America,United States 美國,Colorado,,Canon City,律倫失地,"Dictionary, 1913"
North America,United States 美國,Colorado,,Central City,先始路失地,"Dictionary, 1913"
North America,United States 美國,Colorado,,Colorado Springe,卡罅都市比令,"Dictionary, 1913"
North America,United States 美國,Dakota,,Castlewood,茄市路蔚,"Dictionary, 1913"
North America,United States 美國,Dakota,,Canton,很頓,"Dictionary, 1913"
North America,United States 美國,Dakota,,Columbus,巧杬備士,"Dictionary, 1913"
North America,United States 美國,Idaho,,Challis,車離市,"Dictionary, 1913"
North America,United States 美國,Illinois,,Cairo,洗老,"Dictionary, 1913"
North America,United States 美國,Illinois,,Centralia,先打李,"Dictionary, 1913"
North America,United States 美國,Illinois,,Chester,且市打,"Dictionary, 1913"
North America,United States 美國,Illinois,,Chicago,市卡故,"Dictionary, 1913"
North America,United States 美國,Illinois,,Clinton,茄粦頓,"Dictionary, 1913"
North America,United States 美國,Indiana,,Columbus,巧欖備士,"Dictionary, 1913"
North America,United States 美國,Indiana,,Crawfordsville,巧羅佛蔚,"Dictionary, 1913"
North America,United States 美國,Iowa,,Carroll,卡老路,"Dictionary, 1913"
North America,United States 美國,Iowa,,Council Bluffs,港市路布蠟付,"Dictionary, 1913"
North America,United States 美國,Iowa,,Cedar Rapids,四打粗別,"Dictionary, 1913"
North America,United States 美國,Iowa,,Creston,枯李市頓,"Dictionary, 1913"
North America,United States 美國,Kansas,,Clay Centre,企李仙打,"Dictionary, 1913"
North America,United States 美國,Kansas,,Concordia,干巧地,"Dictionary, 1913"
North America,United States 美國,Maine,,Calais,卡李市,"Dictionary, 1913"
North America,United States 美國,Maryland,,Cambridge,冚卑列治,"Dictionary, 1913"
North America,United States 美國,Maryland,,Cumberland,冚巴崙,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Cambridge,冚卑列治,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Cambridge Port,冚卑列治砵,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Charlestown,叉李市創,"Dictionary, 1913"
North America,United States 美國,Massachusetts,,Chelsea,車離四,"Dictionary, 1913"
North America,United States 美國,Michigan,,Cheboygan,車杯件,"Dictionary, 1913"
North America,United States 美國,Michigan,,Coldwater,巧路嘩打,"Dictionary, 1913"
North America,United States 美國,Missouri,,Canton,很頓,"Dictionary, 1913"
North America,United States 美國,Missouri,,Columbus,巧欖備士,"Dictionary, 1913"
North America,United States 美國,Missouri,,Carthage,咳市治,"Dictionary, 1913"
North America,United States 美國,Missouri,,Chillicothe,車路巧利,"Dictionary, 1913"
North America,United States 美國,Missouri,,Columbia,巧欖卑,"Dictionary, 1913"
North America,United States 美國,Nebraska,,Crete,企李,"Dictionary, 1913"
North America,United States 美國,Nevada,,Carson,卡善,"Dictionary, 1913"
North America,United States 美國,New York,,Catskill,咳市企路,"Dictionary, 1913"
North America,United States 美國,New York,,Coruing,干寧,"Dictionary, 1913"
North America,United States 美國,New York,,Cortland,咳崙,"Dictionary, 1913"
North America,United States 美國,Ohio,,Canton,很頓,"Dictionary, 1913"
North America,United States 美國,Ohio,,Chillicothe,車離巧利,"Dictionary, 1913"
North America,United States 美國,Ohio,,Cincinnati,仙仙汝歪,"Dictionary, 1913"
North America,United States 美國,Ohio,,Circleville,叔路和路,"Dictionary, 1913"
North America,United States 美國,Ohio,,Cleveland,茄李崙,"Dictionary, 1913"
North America,United States 美國,Ohio,,Columbus,巧欖備士,"Dictionary, 1913"
North America,United States 美國,Pennsylvania,,Chambersburgh,詔巴市ト,"Dictionary, 1913"
